,date_received,postcode,intent,label,colour,form,consumption_method,effects,major,minor,latitude,longitude
W102162,2026-06-26,SE5,Diazepam,Valium 10mg Martin Dow,Blue,Tablet,Not stated,"Not stated,  ",Diazepam,,51.474575,-0.090125
000237712,2026-06-26,CF41,Valium,Valium,Blue,Tablet,Not stated,"Not stated,  ","Ethylbromazolam, Bromazolam",,51.6543,-3.4913
W102307,2026-06-26,FK13,Diazepam,Diazepam 5mg,Yellow,Tablet,Oral,"Relaxed, Suicidal ideation",Diazepam,,56.1525,-3.7402
W102271,2026-06-26,SR3,Diazepam,Sedil Diazepam 5mg,Orange,Tablet,Not stated,"Not stated,  ",Diazepam,,54.874233333333336,-1.4153666666666669
W102325,2026-06-26,S20,Diazepam 5mg,Diazepam 5mg,Yellow,Tablet,Oral,Relaxed,Diazepam,,53.3347,-1.352
W101903,2026-06-26,EH26,Diazepam,Not stated,White,Tablet,Not stated,"Not stated,  ",Clonazolam,,55.82387142857142,-3.241371428571429
W101902,2026-06-26,EH26,Diazepam,Diazepam,White,Tablet,Not stated,"Not stated,  ",Clonazolam,,55.82387142857142,-3.241371428571429
W102240,2026-06-26,SK4,Temazepam,Temazep-CT 20mg,White,Capsule,Not stated,"Not stated,  ",Temazepam,,53.4191,-2.1812
W102180,2026-06-26,L8,Diazepam,Bensedin 10mg Diazepam,White,Tablet,Not stated,"Not stated,  ",Diazepam,,53.4106,-2.9779
000237958,2026-06-28,CF38,Diazepam,Diazepam,White,Tablet,Oral,"Empathy, Relaxed",Zopiclone,,51.5543,-3.34528
W102304,2026-06-29,BN16,Alprazolam,Rlam-1 Alprazolam,White,Tablet,Oral,"Relaxed, Irregular heartbeat, Nausea, Memory loss, Confusion, Violence",Tramadol,,50.81518,-0.4855
W102196,2026-06-29,PH1,Valium,Not stated,Blue,Tablet,Oral,Other,Promethazine,,56.43174736842105,-3.4980552631578945
000239421,2026-06-29,NP20,Diazepam (Elikem brand),Not stated,White,Tablet,Not stated,"Not stated,  ",Diazepam,,51.5877,-2.9984
000039785,2026-06-29,LL65,Xanax,Not stated,White,Tablet,Not stated,"Relaxed, Chest pains, Agitation",Bromazolam,,53.289686206896555,-4.534455172413793
W102151,2026-06-29,Not stated,Diazepam,Not stated,White,Tablet,Oral,Pain relief,Diazepam,,,
W102246,2026-06-29,KA20,Diazepam,Diazepam,Blue,Tablet,Not stated,"Not stated,  ",Paracetamol,,55.6397,-4.7534
W102198,2026-06-29,RG12,Xanax,Xanax,Red,Tablet,Oral,"Increased confidence, Relaxed, Memory loss, Confusion","Caffeine, Paracetamol",Ethylflualprazolam,51.4007,-0.7635
W102397,2026-06-30,TN27,Xanax,Alprazolam,White,Capsule,Not stated,"Not stated,  ",No active compound identified,,51.170506249999995,0.71509375
W102401,2026-06-30,FK10,Valium,Not stated,Blue,Tablet,Not stated,"Not stated,  ",No active compound identified,,56.10687777777778,-3.7534
