,date_received,postcode,intent,label,colour,form,consumption_method,effects,major,minor,latitude,longitude
W045048,2024-01-10,B23,THC vape pens,THC,"Colourless, Brown",Liquid,Not Stated,Not Stated,"Tetrahydrocannabinol, Cannabinol",,52.5282,-1.8549
W045088,2024-01-11,ST5,THC vape liquid,Not Stated,"Colourless, Blue",Liquid,Not Stated,"Euphoria, Enhanced Senses, Relaxed, Breathlesness, Chest Pains, Irregular Heartbeat, Paranoia, Array, Panic Attack, Agitation, Depression",MDMB-4en-PINACA,,53.00718,-2.253533333333333
W045098,2024-01-15,BS4,THC e-liquid,Not Stated,Red,Liquid,Not Stated,Relaxed,4F-MDMB-BINACA,,51.4345,-2.55525
W045025,2024-01-15,WF8,THC vape oil/liquid,Not Stated,Blue,Liquid,Not Stated,Not Stated,MDMB-BUTINACA,,53.6601375,-1.2671875
W047536,2024-01-15,SA73,THC vape oil,Not Stated,Red,Liquid,Not Stated,"Auditory Hallucinations, Visual Hallucinations, Nausea, Paranoia, Confusion, Agitation",ADB-BUTINACA,,51.719835714285715,-4.983364285714286
W044812,2024-01-15,HX1,THC vape,Not Stated,Colourless,Liquid,Not Stated,Not Stated,"ADB-BUTINACA, MDMB-4en-PINACA, Nicotine",,53.7167,-1.85
W047749,2024-01-24,CM6,THC vape juice,Not Stated,Blue,Liquid,Not Stated,"Euphoria, Increased Libido, Relaxed, Irregular Heartbeat, Paranoia, Memory Loss, Panic Attack, Loss of consciousness","MDMB-4en-PINACA, MDMB-BUTINACA",,51.85778157894737,0.3257684210526315
W047879,2024-01-25,PE29,THC vape liquid,Not Stated,"Colourless, Purple",Liquid,Not Stated,"Euphoria, Relaxed, Nausea, Insomnia","5F-ADB, MDMB-4en-PINACA, 4F-MDMB-BINACA",,52.3305,-0.1865
W047967,2024-01-26,HA14,THC vape,Not Stated,"Orange, Brown",Array,Not Stated,"Euphoria, Enhanced Senses, Relaxed, Breathlesness, Chest Pains, Irregular Heartbeat, Nausea, Panic Attack, Agitation, Depression","Tetrahydrocannabinol, Cannabinol, Cannabidiol",,51.5774,-0.33615
W048032,2024-01-30,CB4,Disposable THC vape,Not Stated,"Yellow, Brown",Liquid,Not Stated,Relaxed,"Tetrahydrocannabinol, Cannabinol",,52.22380625,0.131525
W047645,2024-01-30,SW9,Cannabis vape liquid,Not Stated,Pink,Liquid,Not Stated,"Relaxed, Irregular Heartbeat, Vomiting, Paranoia, Memory Loss, Confusion, Loss of consciousness, loss of coordination",ADB-BUTINACA,,51.474,-0.1168
W047918,2024-01-30,DA11,CBD vape,Not Stated,Blue,Liquid,Not Stated,Not Stated,MDMB-4en-PINACA,,51.4349,0.3513
W047994,2024-01-30,SA15,THC vape liquid,Candy floss,Colourless,Liquid,Smoked,"Breathlesness, Nausea, Paranoia, Confusion, Depression",MDMB-4en-PINACA,,51.74003,-4.187250000000001
W048056,2024-01-31,LS24,THC vape,Live Resin,Yellow,Liquid,Not Stated,"Relaxed, Breathlesness, Chest Pains, Nausea, Paranoia, Headache","Cannabidiol, Cannabinol, Tetrahydrocannabinol",,53.875150000000005,-1.2486785714285715
W048070,2024-01-31,LS24,THC vape,Live Resin,Yellow,Liquid,Not Stated,"Relaxed, Breathlesness, Chest Pains, Paranoia, Headache","Cannabinol, Cannabidiol",,53.875150000000005,-1.2486785714285715
W048119,2024-02-05,SY10,THC vape,THC vape,Yellow,Liquid,Not Stated,Not Stated,"Cannabinol, Tetrahydrocannabinol",,52.83394150943396,-3.1469735849056604
