,date_received,postcode,intent,label,colour,form,consumption_method,effects,major,minor,latitude,longitude
W075041,20 Mar 2026,HD4,daizepam,Diazpam accord 10mg,Blue,Tablet,Not Stated,Not Stated,Diazepam,,53.6239,-1.7485
W075113,20 Mar 2026,EH10,diazepam - 10mg,diazepam - 10mg,,Tablet,Not Stated,Not Stated,Diazepam,,55.91466666666667,-3.2046333333333337
W075112,20 Mar 2026,EH10,alprazolam - 1mg,alprazolam - 1mg,Colourless,Tablet,Not Stated,Not Stated,Alprazolam,,55.91466666666667,-3.2046333333333337
W075077,20 Mar 2026,SW17,valium (diazepam) ,valium (diazepam) martin dow limited,Blue,Tablet,Not Stated,Not Stated,Diazepam,,51.4307,-0.1647
000237895,20 Mar 2026,CF72,diazepam,valium,Blue,Tablet,Oral,"Relaxed, Paranoia, Agitation",Diazepam,,51.530146153846154,-3.408415384615384
W075064,20 Mar 2026,KT9,DIAZEPAM,BENSEDIN,White,Tablet,Oral,Relaxed,Diazepam,,51.365199999999994,-0.3054
W075054,18 Mar 2026,SR20,diazepam,martin dow roche,Blue,Tablet,Not Stated,Not Stated,Diazepam,,54.8792,-1.37365
W075063,18 Mar 2026,SK13,DIAZEPAM,ACCORD 10MG DIAZEPAM ,Blue,Tablet,Not Stated,Not Stated,Diazepam,,53.4433,-1.949
W075059,18 Mar 2026,W55J,DIAZEPAM,Not Stated,White,,Not Stated,Not Stated,Paracetamol,,,
W075025,18 Mar 2026,BS2,DIAZEPAM,BENSIDIN,White,Tablet,Oral,"Increased Confidence, Relaxed",Ethylbromazolam,,51.4552,-2.5966
W075026,18 Mar 2026,BS2,DIAZEPAM,BENSIDIN,White,Tablet,Oral,"Increased Confidence, Relaxed",Ethylbromazolam,,51.4552,-2.5966
W074957,17 Mar 2026,LS14,xanax,Not Stated,White,Tablet,Oral,"Increased Confidence, Enhanced Senses, Relaxed, Violence/Aggression",Bromazolam,,53.8486,-1.4444333333333332
W073796,17 Mar 2026,BS13,valium,martin dow,Blue,Tablet,Oral,"Euphoria, Empathy, Relaxed, Confusion",Diazepam,,51.4121,-2.612
000236542,17 Mar 2026,CF37,benzodiazepine: clonazepam,clonazepam,Yellow,Tablet,Oral,Not Stated,Clonazepam,,51.613815384615386,-3.3598076923076925
W075010,17 Mar 2026,OX13,diazepam,valium (diazepam) 10mg martin dow,Blue,Tablet,Not Stated,Not Stated,Diazepam,,51.673544444444445,-1.3561166666666666
W075027,17 Mar 2026,EH7,xanax,xanax,White,Tablet,Oral,No Effect,Ethylbromazolam,,55.9521,-3.1965
W074857,17 Mar 2026,DT4,DIAZEPAM,DIAZEPAM,Blue,Tablet,Not Stated,Not Stated,Diazepam,,50.60802,-2.4613799999999997
W074951,17 Mar 2026,N66D,DIAZEPAM 10MG,NO MARKING ON TABLET,White,Tablet,Oral,"No Effect, Relaxed",Ethylbromazolam,,,
W074871,17 Mar 2026,BT1,CLONAZEPAM 2MG,PSICOFARMA CLONAZEPAM 2MG,White,Tablet,Not Stated,Not Stated,Clonazepam,,54.5833,-5.9333
W074965,17 Mar 2026,KA14,NITRAZAPAM,NITRAZAPAM (ACCORD),White,Tablet,Not Stated,Not Stated,Nitrazepam,,55.7393,-4.6776
W074945,17 Mar 2026,FK7,DIAZEPAM,DIAZEPAM,Yellow,Tablet,Not Stated,Not Stated,Diazepam,,56.0861125,-3.9108875
W074926,17 Mar 2026,KY12,DIAZEPAM,Not Stated,White,Tablet,Oral,"Increased Confidence, Relaxed, Paranoia, Memory Loss, Confusion",Diazepam,,56.087095,-3.539235
W074931,17 Mar 2026,BS37 5EV,XANAX + KETAMINE,2 CLEAN ,"White, Grey",Crystalline,Snort / Sniff,"Euphoria, Empathy, Auditory Hallucinations, Visual Hallucinations, Chest Pains, Irregular Heartbeat, Nosebleeds, Nausea, Paranoia, Memory Loss, Confusion, Panic Attack, Agitation, Depression, Insomnia, Suicidal Ideation",Ketamine,,51.53419375,-2.4391125
W074923,17 Mar 2026,PA67,DIAZEPAM ,DIAZEPAM 5MG,Yellow,Tablet,Not Stated,Relaxed,Diazepam,,56.3143,-6.232785714285714
W074870,17 Mar 2026,BT1,CLONAZEPAM 2MG,PSICOFARMA CLONAZEPAM 2MG,White,Tablet,Not Stated,Not Stated,Clonazepam,,54.5833,-5.9333
W074918,17 Mar 2026,CF48,xanax 2mg,Not Stated,White,Tablet,Not Stated,Not Stated,Methylclonazepam,,51.73028000000001,-3.37198
W074968,17 Mar 2026,DE1,diazepam 10mg,accord diazepam 10mg,Blue,Tablet,Oral,Relaxed,Bromazolam,,52.9228,-1.4766
W074970,17 Mar 2026,DE1,diazepam 10mg,Not Stated,Blue,Tablet,Oral,Relaxed,Diazepam,,52.9228,-1.4766
W074868,17 Mar 2026,EH15 2RG,LORAZEPAM 2MG,LORAZEPAM 2MG,Pink,Tablet,Oral,Relaxed,Lorazepam,,55.948033333333335,-3.1120666666666668
W074902,17 Mar 2026,SK22,DIAZEPAM,BLUE MARTIN DOWE,Blue,,Not Stated,Not Stated,Diazepam,,53.3733,-1.9875
W074886,17 Mar 2026,P197,MARTIN DOW DIAZEPAM 10MG,MARTIN DOW DIAZEPAM 10MG,Blue,,Oral,"Euphoria, Empathy, Relaxed, Memory Loss",Diazepam,,,
W074884,17 Mar 2026,KT12,DIAZEPAM,DIAZPAM-10 (DIGITAL VISION),White,Tablet,Not Stated,Not Stated,Diazepam,,51.3765,-0.4111
