,date_received,postcode,intent,label,colour,form,consumption_method,effects,major,minor,latitude,longitude
W072353,2026-01-05,NW7,HEROIN,PD CREAM HEROIN,Brown,Powder,"Smoked, Snort / Sniff","Euphoria, Relaxed, Nausea","Heroin, Noscapine, 6-MAM, 6-Acetylcodeine",Papaverine,51.6094,-0.2273
W072455,2026-01-05,GU15,dihydrocodeine ,bristol laboratories 30mg DHC,White,Tablet,Not Stated,Not Stated,Dihydrocodeine,,51.337,-0.7426
W072427,2026-01-05,G63,HEROIN,T3-TRILOGY #3 CREAM,"Brown, Brown",Powder,Not Stated,Not Stated,"Heroin, Noscapine, 6-MAM, Diazepam, 6-Acetylcodeine","Phenacetin, Papaverine, Morphine",56.03654399999999,-4.3500119999999995
W072421,2026-01-06,DH11,Metonitazene + etonitazene,artical heroin,"White, Grey",Powder,Not Stated,Not Stated,"Noscapine, Paracetamol, Heroin, Caffeine","Papaverine, 6-MAM",54.77482,-1.56714
W072560,2026-01-13,E83,heroin,Not Stated,Brown,Powder,Not Stated,Not Stated,"Noscapine, Heroin","6-MAM, Paracetamol, 6-Acetylcodeine, Papaverine, Caffeine",,
W072423,2026-01-13,DH11,Nitazene ,M30 oxy,"White, Blue",Tablet,Not Stated,Not Stated,Metonitazene,,54.77482,-1.56714
W069992,2026-01-13,EH76LD,heroin,heroin,"Grey, Brown",Powder,Intravenous,"Increased Confidence, Increased Stamina, Relaxed","Paracetamol, Noscapine, Caffeine, 6-Acetylcodeine","6-MAM, Papaverine, Metonitazene, Etonitazene",55.9521,-3.1965
W072664,2026-01-13,BN23,dhydracodeine 30mg,dhydracodeine 30mg,White,Tablet,Oral,Chest Pains,Dihydrocodeine,,50.7977,0.3125
W063076,2026-01-15,ML1,Heroin,Not Stated,"Orange, Pink",Powder,Smoked,"Breathlesness, Loss of consciousness, Overdose","Paracetamol, Noscapine, Caffeine, Heroin","6-MAM, Papaverine, Etonitazene",55.80563333333333,-3.95475
W072769,2026-01-15,M30,Heroin,Not Stated,Brown,Powder,Intravenous,"Euphoria, Empathy, Relaxed, Nystagmus","Noscapine, Heroin","Paracetamol, 6-Acetylcodeine, Papaverine, 6-MAM",53.4833,-2.3333
W072937,2026-01-19,W8,Dihydrocodeine,dihydrocodeine,White,Tablet,Not Stated,Not Stated,Dihydrocodeine,,51.501125,-0.1985
