,date_received,postcode,intent,label,colour,form,consumption_method,effects,major,minor,latitude,longitude
W072353,2026-01-05,NW7,HEROIN,PD CREAM HEROIN,Brown,Powder,"Smoked, Snort / Sniff","Euphoria, Relaxed, Nausea","Heroin, Noscapine, 6-MAM, 6-Acetylcodeine",Papaverine,51.6094,-0.2273
W072427,2026-01-05,G63,HEROIN,T3-TRILOGY #3 CREAM,"Brown, Brown",Powder,Not Stated,Not Stated,"Heroin, Noscapine, 6-MAM, Diazepam, 6-Acetylcodeine","Phenacetin, Papaverine, Morphine",56.03654399999999,-4.3500119999999995
W072560,2026-01-13,E83,heroin,Not Stated,Brown,Powder,Not Stated,Not Stated,"Noscapine, Heroin","6-MAM, Paracetamol, 6-Acetylcodeine, Papaverine, Caffeine",,
W069992,2026-01-13,EH76LD,heroin,heroin,"Grey, Brown",Powder,Intravenous,"Increased Confidence, Increased Stamina, Relaxed","Paracetamol, Noscapine, Caffeine, 6-Acetylcodeine","6-MAM, Papaverine, Metonitazene, Etonitazene",55.9521,-3.1965
W072769,2026-01-15,M30,Heroin,Not Stated,Brown,Powder,Intravenous,"Euphoria, Empathy, Relaxed, Nystagmus","Noscapine, Heroin","Paracetamol, 6-Acetylcodeine, Papaverine, 6-MAM",53.4833,-2.3333
W063076,2026-01-15,ML1,Heroin,Not Stated,"Orange, Pink",Powder,Smoked,"Breathlesness, Loss of consciousness, Overdose","Paracetamol, Noscapine, Caffeine, Heroin","6-MAM, Papaverine, Etonitazene",55.80563333333333,-3.95475
W072964,2026-01-19,NN12,heroin,Not Stated,White,Powder,Smoked,Not Stated,"N-propionitrile chlorphine, Medetomidine",,52.12114285714286,-1.03124
W072905,2026-01-19,NW7,heroin,the dream cream afghan,Brown,Powder,"Oral, Smoked, Snort / Sniff, Intramuscular","Euphoria, Increased Confidence, Relaxed","Heroin, Noscapine, 6-Acetylcodeine, 6-MAM","Papaverine, Paracetamol, Caffeine",51.6094,-0.2273
W072692,2026-01-19,EH3,Heroin,Not Stated,Brown,Powder,Not Stated,Not Stated,"Paracetamol, Noscapine, Heroin, 6-MAM","Caffeine, Papaverine, Etonitazene, 6-Acetylcodeine",55.9521,-3.1965
W072675,2026-01-19,S11,heroin,heroin,Brown,Powder,Smoked,"Euphoria, Empathy, Auditory Hallucinations, Relaxed, Chest Pains, Nausea, Confusion, Panic Attack, Agitation, Insomnia","Heroin, Noscapine, 6-Acetylcodeine, 6-MAM","Papaverine, Diazepam",53.3608,-1.5084
W072678,2026-01-19,S11,Heroin,Heroin,Brown,Powder,Smoked,"Euphoria, Empathy, Relaxed","Noscapine, Paracetamol, Heroin, Caffeine","6-MAM, 6-Acetylcodeine, Papaverine",53.3608,-1.5084
W072676,2026-01-19,S11,Heroin,heroin,Brown,Powder,Smoked,"Euphoria, Increased Confidence, Empathy, Auditory Hallucinations, Relaxed, Loss of consciousness","Heroin, Noscapine, 6-MAM, 6-Acetylcodeine","Diazepam, Papaverine, Paracetamol, Phenacetin, Caffeine",53.3608,-1.5084
W072962,2026-01-23,NN12,heroin,Not Stated,Orange,Powder,Smoked,Not Stated,N-pyrrolidino protonitazene,,52.12114285714286,-1.03124
W069523,2026-01-23,AB42,Heroin,Black glass,"Brown, Black",Powder,Not Stated,Not Stated,"Noscapine, Heroin, 6-MAM, 6-Acetylcodeine","Papaverine, Caffeine",57.48231142857143,-1.924825714285714
W072907,2026-01-23,WR1,heroin,Not Stated,Brown,Powder,Intravenous,"Euphoria, Relaxed, Memory Loss, Confusion, Loss of consciousness","Paracetamol, Caffeine, Medetomidine, Clozapine, 6-MAM, Noscapine","6-Acetylcodeine, Heroin, Papaverine",52.1894,-2.22
W073055,2026-01-23,L8,Heroin,Afghan heroin,Brown,Powder,Not Stated,Not Stated,"Heroin, Noscapine, Phenacetin, 6-Acetylcodeine, Papaverine, 6-MAM, Paracetamol, Caffeine",Medetomidine,53.4106,-2.9779
W073110,2026-01-26,NW7,heroin,harrods pakistani deluxe heroin,Brown,Powder,"Smoked, Snort / Sniff, Intravenous","Euphoria, Relaxed, Breathlesness, Vomiting, Loss of consciousness","Heroin, Noscapine, Paracetamol, 6-Acetylcodeine","Caffeine, 6-MAM, Papaverine",51.6094,-0.2273
W073075,2026-01-26,EH48,Heroin,Not Stated,Brown,Powder,Snort / Sniff,Overdose,"Noscapine, Paracetamol, Diazepam, Caffeine, Etonitazene, Heroin","6-MAM, Papaverine",55.91305714285714,-3.6746285714285714
000234134,2026-01-28,NP20,Heroin,Not Stated,Brown,Liquid,Not Stated,Not Stated,"xylazine, Metonitazene, Phenacetin, Caffeine, Paracetamol","Protonitazene, 6-MAM, Noscapine, Cocaine, Heroin, 6-Acetylcodeine, Papaverine",51.5877,-2.9984
W069103,2026-01-28,EH6,heroin,Heroin,"Grey, Brown",Plant Matter,Smoked,"No Effect, Increased Energy, Increased Confidence, Relaxed","Paracetamol, Noscapine, Caffeine, Heroin","Metonitazene, 6-Acetylcodeine, Papaverine, 6-MAM",55.9617,-3.1844
W073291,2026-01-28,G31,heroin,heroin,Green,Liquid,Intravenous,"Memory Loss, Confusion, Panic Attack, Loss of consciousness, Insomnia, Irregular Heartbeat","Paracetamol, Caffeine, 6-MAM, Noscapine, Heroin","6-Acetylcodeine, Papaverine, Morphine",55.857,-4.209
W073170,2026-01-28,WR5,heroin,Not Stated,Brown,,Intravenous,Relaxed,"Cocaine, Noscapine, Paracetamol, 6-MAM, Medetomidine, Clozapine","Caffeine, Heroin, Papaverine, 6-Acetylcodeine, Norcocaine",52.1651,-2.1974428571428573
W073435,2026-02-03,G73,Heroin,heroin,Brown,Powder,Smoked,"Enhanced Senses, Nausea, Paranoia, Confusion, Panic Attack, Agitation","Noscapine, Paracetamol, Heroin","6-Acetylcodeine, 6-MAM, Papaverine",55.8289,-4.2138
W073469,2026-02-03,NN12,Heroin,Not Stated,White,Powder,Not Stated,Not Stated,Lidocaine,,52.12114285714286,-1.03124
W073552,2026-02-06,WF2,heroin,Not Stated,Brown,Powder,Not Stated,Not Stated,"N-pyrrolidino protonitazene, Paracetamol, N-propionitrile chlorphine, Heroin, Medetomidine, Caffeine, Noscapine","N-desethylprotonitazene, Etodezitramide, 6-MAM, Papaverine",53.66534,-1.51568
W073554,2026-02-06,WF2,Heroin,Not Stated,Brown,Powder,Not Stated,Not Stated,"Heroin, Noscapine, 6-MAM, 6-Acetylcodeine, Diazepam","Papaverine, Paracetamol, Phenacetin, Caffeine",53.66534,-1.51568
W073502,2026-02-06,E83H,heroin,heroin,Brown,Powder,Not Stated,Not Stated,"Heroin, Noscapine, 6-MAM, 6-Acetylcodeine, Paracetamol, Papaverine","Caffeine, Morphine",,
W073509,2026-02-06,NW10,heroin,Not Stated,Grey,Powder,Snort / Sniff,"Euphoria, Increased Energy, Increased Confidence, Relaxed, Nausea, Vomiting, Confusion, Depression","Heroin, Noscapine, 6-MAM, 6-Acetylcodeine","Papaverine, Diazepam",51.53758571428572,-0.2431214285714285
000238826,2026-02-10,CF83,Heroin,Not Stated,Brown,,Smoked,Relaxed,"Noscapine, Heroin","Paracetamol, Papaverine",51.59288333333333,-3.2333833333333337
W073673,2026-02-10,L8,heroin,PK Heroin,Brown,Powder,Not Stated,Not Stated,"Heroin, Noscapine","6-Acetylcodeine, 6-MAM, Papaverine",53.4106,-2.9779
W073692,2026-02-10,PL26,Heroin,Turkish delight,Brown,Solid,Smoked,"Euphoria, Increased Energy, Enhanced Senses, Empathy, Relaxed","Heroin, Noscapine","6-MAM, Thebacon, Papaverine",50.34738918918919,-4.827086486486486
W073725,2026-02-10,TS30,heroin,heroin,Brown,Powder,Smoked,"Increased Energy, Increased Confidence","Noscapine, Paracetamol, Heroin","6-Acetylcodeine, Papaverine",54.562099999999994,-1.1877666666666666
000239195,2026-02-10,DT4,Heroin,heroin,Brown,Solid,Smoked,"Relaxed, Chest Pains, Nausea, Memory Loss, Confusion, Agitation, Depression","Noscapine, Heroin","6-MAM, Paracetamol, 6-Acetylcodeine, Papaverine",50.60802,-2.4613799999999997
000238822,2026-02-10,CF83,Heroin,heroive,Brown,,Smoked,Relaxed,No Active Component Identified,,51.59288333333333,-3.2333833333333337
W073845,2026-02-13,G83,HEROIN,Not Stated,Brown,Powder,Not Stated,Not Stated,"Paracetamol, Caffeine, Noscapine, Heroin, Etonitazene","6-MAM, Papaverine",56.03989166666666,-4.6006583333333335
000233528,2026-02-17,NP20,HEROIN,Not Stated,Brown,Powder,Not Stated,Not Stated,xylazine,"Phenacetin, Metonitazene, Paracetamol, Caffeine, Protonitazene, nitrazolam, Bromazolam, Noscapine, 6-MAM",51.5877,-2.9984
W073981,2026-02-17,E83H,HEROIN,HEROIN,Brown,Powder,Not Stated,Not Stated,"Noscapine, Heroin, 6-MAM, Paracetamol","6-Acetylcodeine, Papaverine, Caffeine",,
W073988,2026-02-17,CF24,heroin,no label,Brown,Solid,Not Stated,Not Stated,"Noscapine, Heroin, Paracetamol",6-MAM,51.48,-3.18
W074083,2026-02-18,WF2,heroin,heroin,Brown,Powder,Not Stated,Not Stated,"Heroin, Noscapine, 6-MAM, Diazepam, 6-Acetylcodeine","Papaverine, Caffeine, Paracetamol, Morphine",53.66534,-1.51568
W074417,2026-02-27,HP26,Heroin,Not Stated,Brown,Powder,Not Stated,Not Stated,No Active Component Identified,,51.7639,-0.4531
W074384,2026-02-27,HR4,Heroin,Not Stated,"White, Brown",Powder,Snort / Sniff,Not Stated,"Heroin, 6-MAM, Phenacetin, 6-Acetylcodeine, Noscapine","Diazepam, Papaverine, Paracetamol, Caffeine",52.10106744186046,-2.8000232558139535
W074631,2026-03-09,E83H,heroin,Heroin,Brown,Powder,Not Stated,Not Stated,"Noscapine, Heroin, 6-MAM, Paracetamol","6-Acetylcodeine, Papaverine, Caffeine, Phenacetin",,
000239698,2026-03-09,NP4,Heroin,Not Stated,"Grey, Brown",Powder,Smoked,No Effect,"Noscapine, Heroin, Paracetamol","Papaverine, 6-MAM",51.718515789473685,-3.030521052631579
W074528,2026-03-09,EH32,Heroin,Not Stated,Brown,Powder,Not Stated,Relaxed,"Paracetamol, Caffeine, Etonitazene, Heroin","Morphine, Papaverine",55.97811428571429,-2.9193571428571423
W074406,2026-03-09,EH54,heroin,Not Stated,"White, Brown",Powder,Not Stated,"Relaxed, Memory Loss, Confusion, Panic Attack, Loss of consciousness","6-MAM, Paracetamol, Caffeine, Papaverine, 6-Acetylcodeine",,55.9029,-3.5226
000234135,2026-03-10,NP10,HEROIN,Not Stated,,,Smoked,Relaxed,"6-MAM, Papaverine, Paracetamol",,51.5877,-2.9984
W074381,2026-03-10,FK70,HEROIN,Not Stated,Brown,Powder,Not Stated,Not Stated,"Paracetamol, Caffeine, Noscapine, Heroin, 6-MAM, 6-Acetylcodeine, Metonitazene","Diazepam, Papaverine, Etonitazene, Dextromethorphan, Nicotine",56.0861125,-3.9108875
W074455,2026-03-10,EH47,HEROIN,Not Stated,Brown,Powder,Smoked,"Increased Confidence, Increased Stamina, Increased Libido, Relaxed, Nausea, Memory Loss, Loss of consciousness","Paracetamol, Noscapine, Caffeine, 6-MAM, Heroin","Papaverine, Medetomidine",55.85647142857143,-3.669085714285714
W074673,2026-03-10,RG14,HEROIN,Not Stated,"White, Brown",Powder,Smoked,No Effect,"Heroin, Noscapine, Paracetamol, 6-MAM, 6-Acetylcodeine, Caffeine",Papaverine,51.407383333333335,-1.3243833333333337
W069097,2026-03-10,EH15,HEROIN,Not Stated,Brown,Powder,Smoked,"Nausea, Vomiting, Memory Loss","Paracetamol, Caffeine, Noscapine, Etonitazene, Heroin","6-MAM, Papaverine",55.948033333333335,-3.1120666666666668
W069096,2026-03-10,EH3,HEROIN,Not Stated,Brown,Powder,Intravenous,"Memory Loss, Confusion, Loss of consciousness","Noscapine, Paracetamol, Heroin, Caffeine, 6-MAM","6-Acetylcodeine, Metonitazene, Papaverine",55.9521,-3.1965
W069098,2026-03-13,EH26,heroin,Not Stated,Green,Liquid,Intravenous,"Vomiting, Loss of consciousness","Paracetamol, Caffeine, Noscapine","6-MAM, Etonitazene, Heroin, Papaverine",55.82387142857142,-3.241371428571429
W069100,2026-03-13,EH26,HEROIN,Not Stated,"Brown, Brown",Powder,Intravenous,"Relaxed, Memory Loss","Noscapine, Paracetamol, Heroin, Caffeine, Metonitazene","6-MAM, 6-Acetylcodeine, Papaverine",55.82387142857142,-3.241371428571429
W069099,2026-03-13,EH26,HEROIN,Not Stated,Green,Liquid,Intravenous,"Enhanced Senses, Relaxed, Vomiting, Memory Loss",No Active Component Identified,,55.82387142857142,-3.241371428571429
W074813,2026-03-13,SW4,HEROIN,Not Stated,Brown,Powder,Smoked,"Irregular Heartbeat, Paranoia, Memory Loss, Confusion, Depression","Noscapine, Heroin, Paracetamol, 6-MAM, 6-Acetylcodeine, Caffeine",Papaverine,51.46758,-0.12912
W074846,2026-03-17,KY40,HEROIN,Not Stated,Brown,Solid,Not Stated,Not Stated,"Paracetamol, Noscapine, Caffeine, Heroin, 6-MAM",,56.10405,-3.363725
W074930,2026-03-17,SA15,heroin,Not Stated,"Brown, Brown",Powder,Not Stated,"Nausea, Vomiting",No Active Component Identified,,51.74003,-4.187250000000001
W075028,2026-03-18,FK12,HEROIN,Not Stated,Brown,Powder,Smoked,Relaxed,"Noscapine, Paracetamol, Caffeine, Heroin, Metonitazene","6-Acetylcodeine, Phenacetin, Papaverine",56.1528,-3.805
W074983,2026-03-20,NW7,HEROIN,TRIOLOGY CHOC - CHIP 3,Brown,Solid,"Smoked, Snort / Sniff","Euphoria, Relaxed, Nausea, Memory Loss, Confusion, Loss of consciousness","Noscapine, 6-MAM","Heroin, 6-Acetylcodeine, Papaverine, Paracetamol",51.6094,-0.2273
W075321,2026-03-26,DY10,heroin,Not Stated,Brown,Powder,Intravenous,"Relaxed, Irregular Heartbeat, Loss of consciousness","Heroin, 6-MAM, 6-Acetylcodeine",,52.3848,-2.212788888888889
W075503,2026-04-07,WR1,heroin,Not Stated,Grey,Powder,Intravenous,Insomnia,"Heroin, Noscapine, Diazepam, 6-Acetylcodeine, 6-MAM, Papaverine, Paracetamol",Caffeine,52.1894,-2.22
W074285,2026-04-08,ZE10,HEROIN,Not Stated,Brown,Powder,Intravenous,"Auditory Hallucinations, Visual Hallucinations, Irregular Heartbeat, Nausea, Vomiting, Paranoia, Memory Loss, Panic Attack, Agitation, Violence/Aggression",No Active Component Identified,,60.14640000000001,-1.2131857142857143
W075546,2026-04-08,DY10,heroin,Not Stated,Brown,Powder,Intravenous,Relaxed,"Heroin, Noscapine, 6-Acetylcodeine, 6-MAM","Paracetamol, Papaverine",52.3848,-2.212788888888889
W075523,2026-04-09,AL1,Turkish heroin,Not Stated,Brown,Powder,Not Stated,Not Stated,"Noscapine, Heroin, Paracetamol, 6-MAM, 6-Acetylcodeine","Caffeine, Papaverine",51.75,-0.3333
W075561,2026-04-09,EH47,heroin,Heroin,Red,Powder,Smoked,"Euphoria, Relaxed, Breathlesness, Irregular Heartbeat, Agitation","Paracetamol, Caffeine, Noscapine, 6-MAM, Medetomidine","Heroin, Dimethocaine, Papaverine",55.85647142857143,-3.669085714285714
W075674,2026-04-13,G741,heroin,Not Stated,Brown,Powder,Smoked,Breathlesness,"6-MAM, Paracetamol, Metonitazene","6-Acetylcodeine, Papaverine",55.76583333333334,-4.1700333333333335
000233439,2026-04-13,LL41,heroin,Not Stated,Grey,Powder,Not Stated,"Relaxed, Breathlesness, Agitation","Noscapine, Heroin, Paracetamol, Caffeine","6-Acetylcodeine, 6-MAM, Papaverine",52.95797,-3.94751
000235789,2026-04-14,CF31,heroin,Not Stated,Brown,Solid,Not Stated,"Visual Hallucinations, Breathlesness, Confusion, Panic Attack, Suicidal Ideation","Noscapine, Heroin","Papaverine, 6-MAM, 6-Acetylcodeine",51.507666666666665,-3.577733333333333
000234162,2026-04-17,NP20,Heroin,Not Stated,Brown,Powder,Not Stated,Not Stated,"6-MAM, Noscapine, Heroin, 6-Acetylcodeine","Paracetamol, Papaverine",51.5877,-2.9984
000234164,2026-04-17,NP20,Heroin,Not Stated,Not stated Sample form Not stated Consumption method Smoked Self-reported effects No Effect,Not stated,Smoked,No Effect,"6-MAM, Heroin, Noscapine, Papaverine","Paracetamol, Morphine, 6-Acetylcodeine, Diazepam",51.5877,-2.9984
